OBJECTID,MapUnitPK,ReferenceIDcode,MapUnitLabel,MapUnitName,ArcJoinKey,DataSources_ID,Description
6475,15184,BarnCG1978,QTat,Andesite of Twin Knobs,BarnCG1978QTat,18,
6476,15185,BarnCG1978,QTbc,Intracanyon basalts,BarnCG1978QTbc,18,
6477,15186,BarnCG1978,QTib,Microgabbro,BarnCG1978QTib,18,
6478,15187,BarnCG1978,QTia,Micronorite,BarnCG1978QTia,18,
6479,15188,BarnCG1978,Tab,"Devils Canyon Formation, basalt and basaltic andesite",BarnCG1978Tab,18,
6480,15189,BarnCG1978,Tad,"Little Butte Volcanic Series, dacite",BarnCG1978Tad,18,
6481,15190,NichDK1989,Qls,Landslides,NichDK1989Qls,191,
6482,15191,NichDK1989,Qg,Glacial deposits,NichDK1989Qg,191,
6483,15192,NichDK1989,Qrt,River terraces,NichDK1989Qrt,191,
6484,15193,NichDK1989,Qt,Talus slopes,NichDK1989Qt,191,
6485,15194,NichDK1989,Qb,Basalt,NichDK1989Qb,191,
6486,15195,NichDK1989,Qm,Gabbro,NichDK1989Qm,191,
6487,15196,NichDK1989,Tb,Basalt and andesite,NichDK1989Tb,191,
6488,15197,NichDK1989,Tdg,Granophyric dikes and small plugs,NichDK1989Tdg,191,
6489,15198,NichDK1989,Tdd,Dacitic dikes and small plugs,NichDK1989Tdd,191,
6490,15199,NichDK1989,Tddp,Dacite Porphyry dikes and small plugs,NichDK1989Tddp,191,
6491,15200,NichDK1989,Tdb,Basaltic dikes and small plugs,NichDK1989Tdb,191,
6492,15201,NichDK1989,Tda,Andesitic dikes and small plugs,NichDK1989Tda,191,
6493,15202,NichDK1989,Td,Dioritic Intrusions,NichDK1989Td,191,
6494,15203,NichDK1989,Tr,Rhyodacite,NichDK1989Tr,191,
6495,15204,NichDK1989,Tup,Upper pyroclastic unit,NichDK1989Tup,191,
6496,15205,NichDK1989,Tupt,Upper pyroclastic tuff unit,NichDK1989Tupt,191,
6497,15206,NichDK1989,Tib,Intermediate basalt unit,NichDK1989Tib,191,
6498,15207,NichDK1989,Tia,Intermediate andesite unit,NichDK1989Tia,191,
6499,15208,NichDK1989,Tlp,Lower pyroclastic unit,NichDK1989Tlp,191,
6500,15209,NichDK1989,Tla,Lower andesite unit,NichDK1989Tla,191,
6501,15210,MuntSR1978,Qal,Alluvium,MuntSR1978Qal,183,
6502,15211,MuntSR1978,Qt,Talus,MuntSR1978Qt,183,
6503,15212,MuntSR1978,Qv,Basalt flows and pyroclastics,MuntSR1978Qv,183,
6504,15213,MuntSR1978,Qgd,Glacial drift,MuntSR1978Qgd,183,
6505,15214,MuntSR1978,Qcf,"Cascades Formation, basalt flows",MuntSR1978Qcf,183,
6506,15216,MuntSR1978,Tbf,Basalt flows,MuntSR1978Tbf,183,
6507,15217,MuntSR1978,Turd,Upper rhyodacite,MuntSR1978Turd,183,
6508,15218,MuntSR1978,Tup,Upper pyroclastics,MuntSR1978Tup,183,
6509,15219,MuntSR1978,Trd,Rhyodacite,MuntSR1978Trd,183,
6510,15220,MuntSR1978,Tupt,Upper pyroclastic tuff,MuntSR1978Tupt,183,
6511,15221,MuntSR1978,Tib,Intermediate basalt,MuntSR1978Tib,183,
6512,15222,MuntSR1978,Tia,Intermediate andesite,MuntSR1978Tia,183,
6513,15223,MuntSR1978,Tlp,Lower pyroclastics,MuntSR1978Tlp,183,
6514,15224,MuntSR1978,Tla,Lower andesite,MuntSR1978Tla,183,
6515,15225,MuntSR1978,Tb,Mafic dikes,MuntSR1978Tb,183,
6516,15226,MuntSR1978,Tapl,Aplite,MuntSR1978Tapl,183,
6517,15227,MuntSR1978,Tqm,Quartz Monzonite,MuntSR1978Tqm,183,
6518,15228,MuntSR1978,Tgd,Granodiorite,MuntSR1978Tgd,183,
6519,15229,MuntSR1978,Td,Diorite,MuntSR1978Td,183,
6520,15230,MuntSR1978,Tds,Diorite sill,MuntSR1978Tds,183,
6521,15231,MuntSR1978,Tdsf,Diorite feeder dike,MuntSR1978Tdsf,183,
6522,15232,MuntSR1978,Tg,Granite,MuntSR1978Tg,183,
6523,15233,MuntSR1978,Tmp,Mafic plug,MuntSR1978Tmp,183,
6524,15234,MuntSR1978,Tap,Andesitic plug,MuntSR1978Tap,183,
6525,15235,MacLNS1969,Qls,Landslide debris,MacLNS1969Qls,149,
6526,15236,MacLNS1969,Tn,Nestucca Formation,MacLNS1969Tn,149,
6527,15237,MacLNS1969,Tty,Tyee and Yamhill Formations,MacLNS1969Tty,149,
6528,15238,MacLNS1969,Tsr,Siletz River Volcanics,MacLNS1969Tsr,149,
6529,15239,MacLNS1969,Tig,Granophyric ferrodiabase,MacLNS1969Tig,149,
6530,15240,MacLNS1969,Tic,Camptonite,MacLNS1969Tic,149,
6531,15241,MacLNS1969,Tib,Porphyritic basalt,MacLNS1969Tib,149,
6532,15242,MacLNS1969,Tis,Saddleback Diabase,MacLNS1969Tis,149,
6533,15243,MacLNS1969,Ti,Other intrusive rocks,MacLNS1969Ti,149,
6534,15244,SchnDR1958,Qal,Alluvium,SchnDR1958Qal,249,
6535,15245,SchnDR1958,Qls,Landslide,SchnDR1958Qls,249,
6536,15246,SchnDR1958,Ti,"Oligocene intrusives, gabbro and diorite dikes and sills",SchnDR1958Ti,249,
6537,15247,SchnDR1958,Tt,Tyee Formation,SchnDR1958Tt,249,
6538,15248,SchnDR1958,Tsr,Siletz River Volcanic Series,SchnDR1958Tsr,249,
6539,15249,SchaMP1978,Tbp,Breccia pipe,SchaMP1978Tbp,246,
6540,15250,SchaMP1978,Tqd,"Felsic intrusion, quartz diorite",SchaMP1978Tqd,246,
6541,15251,SchaMP1978,Tgr,"Felsic intrusion, granodiorite",SchaMP1978Tgr,246,
6542,15252,SchaMP1978,Tlfi,"Little Butte Volcanic Series, mafic intrusion",SchaMP1978Tlfi,246,
6543,15253,SchaMP1978,Tldi,"Little Butte Volcanic Series, dacite porphyry intrusion",SchaMP1978Tldi,246,
6544,15254,SchaMP1978,Tlb,"Little Butte Volcanic Series, mult-lithic breccia",SchaMP1978Tlb,246,
6545,15255,SchaMP1978,Tld,"Little Butte Volcanic Series, dacite porphyry flows",SchaMP1978Tld,246,
6546,15256,SchaMP1978,Tlf,"Little Butte Volcanic Series, mafic flows",SchaMP1978Tlf,246,
6547,15257,SchaMP1978,Tlt,"Little Butte Volcanic Series, tuffs",SchaMP1978Tlt,246,
6548,15258,RitcB1987,Ti,Intrusive rocks,RitcB1987Ti,229,
6549,15259,RitcB1987,Tip,Plagioclase-rich intrusive rocks,RitcB1987Tip,229,
6550,15260,RitcB1987,Ts,Calc-alkaline lavas,RitcB1987Ts,229,
6551,15261,RitcB1987,Tss,"Sediments, pillow lavas, and mud flows",RitcB1987Tss,229,
6552,15262,RitcB1987,Tpi2,Pyroclastic dike,RitcB1987Tpi2,229,
6553,15263,RitcB1987,Tp2,Pyroclastic deposits,RitcB1987Tp2,229,
6554,15264,RitcB1987,Tl,Tholeiitic lavas,RitcB1987Tl,229,
6555,15265,RitcB1987,Th,"Sediments, hyaloclastites, pillow lavas, and mud flows",RitcB1987Th,229,
6556,15266,RitcB1987,Tg,Gravels and sands,RitcB1987Tg,229,
6557,15267,RitcB1987,Tp1,Pyroclastic deposits and associated sediments,RitcB1987Tp1,229,
6558,15268,PungT1969,Tg,Granodiorite,PungT1969Tg,223,
6559,15269,PungT1969,Ta,Andesite,PungT1969Ta,223,
6560,15270,PungT1969,Tu,"Upper Member, hypersthene-augite andesite flows",PungT1969Tu,223,
6561,15271,PungT1969,Tm,"Middle Member, volcanic sedimentary rocks",PungT1969Tm,223,
6562,15272,PungT1969,Tl,"Lower Member, andesite flows, tuffs, and tuff-breccias",PungT1969Tl,223,
6563,15273,OlsoJP1978,Tbp,Tourmaline bearing breccia pipes,OlsoJP1978Tbp,198,
6564,15274,OlsoJP1978,Thg,Hewlit Granodiorite,OlsoJP1978Thg,198,
6565,15275,OlsoJP1978,Trd,Ruth Diorite,OlsoJP1978Trd,198,
6566,15276,OlsoJP1978,Tmd,Microdiorite,OlsoJP1978Tmd,198,
6567,15277,OlsoJP1978,Tql,Quartz latite/rhyodacite,OlsoJP1978Tql,198,
6568,15278,OlsoJP1978,Tds,Dacite,OlsoJP1978Tds,198,
6569,15279,OlsoJP1978,Tba,Basaltic andesite,OlsoJP1978Tba,198,
6570,15280,OlsoJP1978,Tad,"Andesite, porphyritic feeder dikes of the lower member",OlsoJP1978Tad,198,
6571,15281,OlsoJP1978,Tum,"Sardine Formation, Upper Member",OlsoJP1978Tum,198,
6572,15282,OlsoJP1978,Tlm,"Sardine Formation, lower Member",OlsoJP1978Tlm,198,
6573,15283,SnavPD1976a,Qal,Alluvial Deposits,SnavPD1976aQal,267,
6574,15284,SnavPD1976a,Qbs,"Beach, Bar, and Dune Sand",SnavPD1976aQbs,267,
6575,15285,SnavPD1976a,Qls,Landslide Debris,SnavPD1976aQls,267,
6576,15286,SnavPD1976a,Qtr,River Terrace Deposits,SnavPD1976aQtr,267,
6577,15287,SnavPD1976a,Qtc,Coastal Terrace Deposits,SnavPD1976aQtc,267,
6578,15288,SnavPD1976a,Ticf,Intrusive Basalt,SnavPD1976aTicf,267,
6579,15289,SnavPD1976a,Tyq,Yaquina Formation,SnavPD1976aTyq,267,
6580,15290,SnavPD1976a,Tigg,Granophyric Gabbro,SnavPD1976aTigg,267,
6581,15291,SnavPD1976a,Tal,Alsea Formation,SnavPD1976aTal,267,
6582,15292,SnavPD1976a,Tis,Nepheline Syenite,SnavPD1976aTis,267,
6583,15293,SnavPD1976a,Tia,Alkaline Mafic Rocks,SnavPD1976aTia,267,
6584,15294,SnavPD1976a,Tiu,"Basaltic Intrusive Rocks, Undivided",SnavPD1976aTiu,267,
6585,15295,SnavPD1976a,Tbs,Unnamed Basaltic Sandstone,SnavPD1976aTbs,267,
6586,15296,SnavPD1976a,Tyb,Yachats Basalt,SnavPD1976aTyb,267,
6587,15297,SnavPD1976a,Tiyb,Porphyritic basalt and basaltic andesite dikes,SnavPD1976aTiyb,267,
6588,15298,SnavPD1976a,Tiyd,Dacite and rhyodacite dikes,SnavPD1976aTiyd,267,
6589,15299,SnavPD1976a,Tns,Nestucca Formation,SnavPD1976aTns,267,
6590,15300,SnavPD1976a,Tt,Tyee Formation,SnavPD1976aTt,267,
6591,15301,SnavPD1976b,Qal,Alluvial Deposits,SnavPD1976bQal,268,
6592,15302,SnavPD1976b,Qbs,"Beach, Bar, and Dune Sand",SnavPD1976bQbs,268,
6593,15303,SnavPD1976b,Qls,Landslide Debris,SnavPD1976bQls,268,
6594,15304,SnavPD1976b,Qtr,River Terrace Deposits,SnavPD1976bQtr,268,
6595,15305,SnavPD1976b,Qtc,Coastal Terrace Deposits,SnavPD1976bQtc,268,
6596,15306,SnavPD1976b,Tcf,Cape Foulweather Basalt,SnavPD1976bTcf,268,
6597,15307,SnavPD1976b,Ticf,"Cape Foulweather Basalt, Intrusive basalt",SnavPD1976bTicf,268,
6598,15308,SnavPD1976b,Tdb,Depoe Bay Basalt,SnavPD1976bTdb,268,
6599,15309,SnavPD1976b,Tidc,"Intrusive Basalt, Undivided",SnavPD1976bTidc,268,
6600,15310,SnavPD1976b,Ta,Astoria Formation,SnavPD1976bTa,268,
6601,15311,SnavPD1976b,Tn,Nye Mudstone,SnavPD1976bTn,268,
6602,15312,SnavPD1976b,Tyq,Yaquina Formation,SnavPD1976bTyq,268,
6603,15313,SnavPD1976b,Tyqs,"Yaquina Formation, siltstone",SnavPD1976bTyqs,268,
6604,15314,SnavPD1976b,Tigg,Granophyric Gabbro,SnavPD1976bTigg,268,
6605,15315,SnavPD1976b,Tal,Alsea Formation,SnavPD1976bTal,268,
6606,15316,SnavPD1976b,Tiu,"Basaltic Intrusive Rocks, Undivided",SnavPD1976bTiu,268,
6607,15317,SnavPD1976b,Tns,Nestucca Formation,SnavPD1976bTns,268,
6608,15318,SnavPD1976b,Ty,Yamhill Formation,SnavPD1976bTy,268,
6609,15319,SnavPD1976b,Tt,Tyee Formation,SnavPD1976bTt,268,
6610,15320,SnavPD1976b,Tsr,Siletz River Volcanics,SnavPD1976bTsr,268,
6611,15321,SnavPD1976c,Qal,Alluvial Deposits,SnavPD1976cQal,269,
6612,15322,SnavPD1976c,Qbs,"Beach, Bar, and Dune Sand",SnavPD1976cQbs,269,
6613,15323,SnavPD1976c,Qls,Landslide Debris,SnavPD1976cQls,269,
6614,15324,SnavPD1976c,Qtr,River Terrace Deposits,SnavPD1976cQtr,269,
6615,15325,SnavPD1976c,Qtc,Coastal Terrace Deposits,SnavPD1976cQtc,269,
6616,15326,SnavPD1976c,Tcf,Cape Foulweather Basalt,SnavPD1976cTcf,269,
6617,15327,SnavPD1976c,Ticf,"Cape Foulweather Basalt, intrusive basalt",SnavPD1976cTicf,269,
6618,15328,SnavPD1976c,Twc,Sandstone of Whale Cove,SnavPD1976cTwc,269,
6619,15329,SnavPD1976c,Tdb,Depoe Bay Basalt,SnavPD1976cTdb,269,
6620,15330,SnavPD1976c,Tidb,"Depoe Bay Basalt, intrusive basalt",SnavPD1976cTidb,269,
6621,15331,SnavPD1976c,Tidc,"Intrusive basalt, undivided",SnavPD1976cTidc,269,
6622,15332,SnavPD1976c,Ta,Astoria Formation,SnavPD1976cTa,269,
6623,15333,SnavPD1976c,Tn,Nye Mudstone,SnavPD1976cTn,269,
6624,15334,SnavPD1976c,Tyq,Yaquina Formation,SnavPD1976cTyq,269,
6625,15335,SnavPD1976c,Tyqs,"Yaquina Formation, siltstone",SnavPD1976cTyqs,269,
6626,15336,SnavPD1976c,Tigg,Granophyric Gabbro,SnavPD1976cTigg,269,
6627,15337,SnavPD1976c,Tal,Alsea Formation,SnavPD1976cTal,269,
6628,15338,SnavPD1976c,Tals,"Alsea Formation, sandstone",SnavPD1976cTals,269,
6629,15339,SnavPD1976c,Tipb,Porphyritic Basalt,SnavPD1976cTipb,269,
6630,15340,SnavPD1976c,Tiu,"Basaltic Intrusive Rocks, Undivided",SnavPD1976cTiu,269,
6631,15341,SnavPD1976c,Tns,Nestucca Formation,SnavPD1976cTns,269,
6632,15342,SnavPD1976c,Tbns,"Nestucca Formation, basalt, breccia, and pillows",SnavPD1976cTbns,269,
6633,15343,SnavPD1976c,Tcns,"Nestucca Formation, Camptonitic extrusive rocks",SnavPD1976cTcns,269,
6634,15344,SnavPD1976c,Tib,Dikes and sills,SnavPD1976cTib,269,
6635,15345,SnavPD1976c,Tic,Camptonite Intrusive Rocks,SnavPD1976cTic,269,
6636,15346,SnavPD1976c,Tid,Diabase,SnavPD1976cTid,269,
6637,15347,SnavPD1976c,Ty,Yamhill Formation,SnavPD1976cTy,269,
6638,15348,SnavPD1976c,Tt,Tyee Formation,SnavPD1976cTt,269,
6639,15349,SnavPD1976c,Tsr,Siletz River Volcanics,SnavPD1976cTsr,269,
6640,15350,SnavPD1976c,Tsrb,"Siletz River Volcanics, feldsparphyric basalt",SnavPD1976cTsrb,269,
6641,15352,BaldEM1969,Qal,Alluvium,BaldEM1969Qal,15,
6642,15353,BaldEM1969,Ql,Landslide deposits,BaldEM1969Ql,15,
6643,15354,BaldEM1969,Qt,Terrace sand and gravel,BaldEM1969Qt,15,
6644,15355,BaldEM1969,Tcu,"Coaledo Formation, Upper Sandstone Member",BaldEM1969Tcu,15,
6645,15356,BaldEM1969,Tcm,"Coaledo Formation, Middle Siltstone Member",BaldEM1969Tcm,15,
6646,15357,BaldEM1969,Tcl,"Coaledo Formation, Lower Sandstone Member",BaldEM1969Tcl,15,
6647,15358,BaldEM1969,Tt,Tyee Formation,BaldEM1969Tt,15,
6648,15359,BaldEM1969,Tum,"Umpqua Formation, Middle Member, sedimentary rocks",BaldEM1969Tum,15,
6649,15360,BaldEM1969,Tul,"Umpqua Formation, Lower Member, sedimentary rocks",BaldEM1969Tul,15,
6650,15361,BaldEM1969,Tulb,"Umpqua Formation, Lower Member, basalt",BaldEM1969Tulb,15,
6651,15362,BaldEM1969,KJr,Lower Cretaceous and Upper Jurassic rocks,BaldEM1969KJr,15,
6652,15363,JohaNP1972,Tt1,Tyee Formation,JohaNP1972Tt1,133,
6653,15364,PertRK1976,Jp1,Peridotite,PertRK1976Jp1,207,
6654,15365,PertRK1976,Js1,Serpentinite,PertRK1976Js1,207,
6655,15366,WileTJunpub,Tii1,Intrusive intermediate rocks,WileTJunpubTii1,343,
6656,15367,WileTJunpub,Trv1,"Roxy Formation, vent deposits",WileTJunpubTrv1,343,
6657,15368,SmitJG1982,Tf3a,"Fine-grained facies, unit 3",SmitJG1982Tf3a,266,
6658,15369,WileTJunpub,Tb1,Basalt,WileTJunpubTb1,343,
6659,15370,WileTJunpub,Tba1,Basaltic andesite,WileTJunpubTba1,343,
6660,15371,WileTJunpub,Tba2,Basaltic andesite,WileTJunpubTba2,343,
6661,15372,WileTJunpub,Tim1,Mafic intrusive rocks,WileTJunpubTim1,343,
6662,15373,MuntJK1969,Qal1,Alluvium,MuntJK1969Qal1,182,
6663,15374,WileTJunpub,Trb1,"Roxy Formation, basalt, basaltic andesite, and andesite",WileTJunpubTrb1,343,
6664,15376,SmitJG1982,Ta1,Andesite,SmitJG1982Ta1,266,
6665,15377,SmitJG1982,Ts4a,"Silicic flow rocks and shallow intrusive rocks, unit 4",SmitJG1982Ts4a,266,
6666,15378,SmitJG1982,KJg1,Granitic Plutonic Rocks,SmitJG1982KJg1,266,
6667,15379,SmitJG1982,KJg2,Granitic Plutonic Rocks,SmitJG1982KJg2,266,
6668,15380,SmitJG1982,KJg3,Granitic Plutonic Rocks,SmitJG1982KJg3,266,
6669,15381,SmitJG1982,Jsgb1,Gabbro and metagabbro,SmitJG1982Jsgb1,266,
6670,15382,SmitJG1982,QTp1,Older pyroclastic deposits of basaltic and andesitic cinder cones,SmitJG1982QTp1,266,
6671,15383,SmitJG1982,QTp2,Older pyroclastic deposits of basaltic and andesitic cinder cones,SmitJG1982QTp2,266,
6672,15384,PeteNV1980,Qal,Undifferentiated alluvium and sediments,PeteNV1980Qal,212,
6673,15398,TolaTL1999sheet2,Qal,Alluvial deposits,TolaTL1999sheet2Qal,291,
6674,15399,TolaTL1999sheet2,Qoal,Older alluvial deposits,TolaTL1999sheet2Qoal,291,
6675,15400,TolaTL1999sheet2,Qls,Landslide deposits,TolaTL1999sheet2Qls,291,
6676,15401,TolaTL1999sheet2,Tsa,Sardine Formation,TolaTL1999sheet2Tsa,291,
6677,15402,TolaTL1999sheet2,Tfsh,Basalt of Sand Hollow,TolaTL1999sheet2Tfsh,291,
6678,15403,TolaTL1999sheet2,Tfsf,Basalt of Silver Falls,TolaTL1999sheet2Tfsf,291,
6679,15404,TolaTL1999sheet2,Tgsb,Sentinel Bluffs Member,TolaTL1999sheet2Tgsb,291,
6680,15405,TolaTL1999sheet2,Tgww,Winter Water Member,TolaTL1999sheet2Tgww,291,
6681,15406,TolaTL1999sheet2,Tgou,Ortley and Umtanum Members,TolaTL1999sheet2Tgou,291,
6682,15407,TolaTL1999sheet2,Tgu,"Normal Magnetic Polarity (N2) flows, undifferentiated",TolaTL1999sheet2Tgu,291,
6683,15408,TolaTL1999sheet2,Tsm,"Scotts Mills Formation, undifferentiated",TolaTL1999sheet2Tsm,291,
6684,15409,TolaTL1999sheet2,Tlb,Little Butte Volcanics,TolaTL1999sheet2Tlb,291,
6685,15410,OConJE2001,Qalf,Alluvium of smaller streams,OConJE2001Qalf,195,
6686,15411,OConJE2001,Qalc,Floodplain deposits of the Willamette River and major tributaries,OConJE2001Qalc,195,
6687,15412,OConJE2001,Qg1,Sand and gravel that postdates Missoula Floods,OConJE2001Qg1,195,
6688,15413,OConJE2001,Qff1,Younger and lower fine-grained Missoula Flood deposits,OConJE2001Qff1,195,
6689,15414,OConJE2001,Qff2,Main body of fine-grained Missoula Flood deposits,OConJE2001Qff2,195,
6690,15415,OConJE2001,Qfc,Coarse Missoula Flood deposits,OConJE2001Qfc,195,
6691,15416,OConJE2001,Qg2,Sand and gravel that predates Missoula Floods,OConJE2001Qg2,195,
6692,15417,OConJE2001,Qau,"Alluvium, undifferentiated",OConJE2001Qau,195,
6693,15418,OConJE2001,Qbf,Fine-grained alluvium,OConJE2001Qbf,195,
6694,15419,OConJE2001,Qls,Landslide deposits and colluvium,OConJE2001Qls,195,
6695,15420,OConJE2001,QTg,Weathered terrace gravel,OConJE2001QTg,195,
6696,15421,OConJE2001,QTb,Boring Lava,OConJE2001QTb,195,
6697,15422,OConJE2001,QTt,Troutdale Formation,OConJE2001QTt,195,
6698,15423,OConJE2001,Tvw,"Volcanic and volcaniclastic rocks of the western Cascade Range, undivided",OConJE2001Tvw,195,
6699,15424,OConJE2001,Tcr,Columbia River Basalt Group,OConJE2001Tcr,195,
6700,15425,OConJE2001,Tm,Marine sedimentary rocks,OConJE2001Tm,195,
6701,15426,OConJE2001,Tvc,Volcanic rocks of the Coast Range,OConJE2001Tvc,195,
6702,15427,PeckDL1964,Qal,Alluvium,PeckDL1964Qal,205,
6703,15428,PeckDL1964,QTv,"Volcanic rocks of the High Cascade Range and Boring Lava, undivided",PeckDL1964QTv,205,
6704,15429,PeckDL1964,Tt,Troutdale Formation,PeckDL1964Tt,205,
6705,15430,PeckDL1964,Tsf,"Sardine Formation, upper unit",PeckDL1964Tsf,205,
6706,15431,PeckDL1964,Tsa,Sardine Formation,PeckDL1964Tsa,205,
6707,15432,PeckDL1964,Tcr,Columbia River Basalt,PeckDL1964Tcr,205,
6708,15433,PeckDL1964,Tm,Marine tuff and sandstone,PeckDL1964Tm,205,
6709,15434,PeckDL1964,Tlt,"Little Butte Volcanic Series, tuff",PeckDL1964Tlt,205,
6710,15435,PeckDL1964,Tla,Little Butte Volcanic Series; andesite flows,PeckDL1964Tla,205,
6711,15436,PeckDL1964,Tlb,Little Butte Volcanic Series; basaltic andesite and olivine basalt flows,PeckDL1964Tlb,205,
6712,15437,PeckDL1964,Tlr,Little Butte Volcanic Series; rhyodacitic welded tuff,PeckDL1964Tlr,205,
6713,15438,PeckDL1964,Tc,Colestin Formation,PeckDL1964Tc,205,
6714,15439,PeckDL1964,Tem,"Marine strata, undivided",PeckDL1964Tem,205,
6715,15440,PeckDL1964,pTu,"Metamorphic and intrusive rocks, undivided",PeckDL1964pTu,205,
6716,15441,PeckDL1964,QTa,Andesite,PeckDL1964QTa,205,
6717,15442,PeckDL1964,Ta,"Andesite, basalt, gabbro, and norite; plugs and dikes",PeckDL1964Ta,205,
6718,15443,PeckDL1964,Tr,Rhyodacite and dacite plugs and dikes,PeckDL1964Tr,205,
6719,15444,PeckDL1964,Tg,"Granodiorite, quartz monzonite, quartz diorite, and diorite; stocks, pipes, and dikes",PeckDL1964Tg,205,
6720,15445,BaldEM1961,Qal,Alluvium,BaldEM1961Qal,14,
6721,15446,BaldEM1961,Qs,Dune and terrace sand,BaldEM1961Qs,14,
6722,15447,BaldEM1961,Ql,Landslide debris,BaldEM1961Ql,14,
6723,15448,BaldEM1961,Qt,Alluvium on terraces,BaldEM1961Qt,14,
6724,15449,BaldEM1961,Tc,Coaledo Formation,BaldEM1961Tc,14,
6725,15450,BaldEM1961,Tt,Tyee Formation,BaldEM1961Tt,14,
6726,15451,BaldEM1961,Tte,"Tyee Formation, Elkton Siltstone Member",BaldEM1961Tte,14,
6727,15452,BaldEM1961,Ti,"Tyee Formation, basalt dike",BaldEM1961Ti,14,
6728,15453,BaldEM1956,Qal,Alluvium and beach deposits,BaldEM1956Qal,13,
6729,15454,BaldEM1956,Ql,Landslide material,BaldEM1956Ql,13,
6730,15455,BaldEM1956,QTal,Older alluvium,BaldEM1956QTal,13,
6731,15456,BaldEM1956,Tv,Volcanic rocks,BaldEM1956Tv,13,
6732,15457,BaldEM1956,Tt,Tyee Formation,BaldEM1956Tt,13,
6733,15458,BaldEM1956,Ti,Intrusive rocks,BaldEM1956Ti,13,
6734,15459,BaldEM1956,Tis,Intrusive rocks; dike,BaldEM1956Tis,13,
6735,15460,BaldEM1955,Qal,Alluvium,BaldEM1955Qal,12,
6736,15461,BaldEM1955,Qls,Landslide debris,BaldEM1955Qls,12,
6737,15462,BaldEM1955,Tt,Tyee Formation,BaldEM1955Tt,12,
6738,15463,BaldEM1955,Tsr,Siletz River Volcanic Series,BaldEM1955Tsr,12,
6739,15464,BaldEM1955,Ti,Intrusive rocks,BaldEM1955Ti,12,
6740,15465,MadiIP2006b,Rf,Artificial Fill,MadiIP2006bRf,158,
6741,15466,MadiIP2006b,Qa,Fine Grained Alluvium,MadiIP2006bQa,158,
6742,15467,MadiIP2006b,Qal,Meander-belt Alluvium,MadiIP2006bQal,158,
6743,15468,MadiIP2006b,Qfd,Fan-delta Alluvium,MadiIP2006bQfd,158,
6744,15469,MadiIP2006b,Qls,Landslide deposits,MadiIP2006bQls,158,
6745,15470,MadiIP2006b,QTal,Older alluvium,MadiIP2006bQTal,158,
6746,15472,MadiIP2006b,Tr,Rhyolitic intrusive rocks,MadiIP2006bTr,158,
6747,15473,MadiIP2006b,Tid,Dacite dike,MadiIP2006bTid,158,
6748,15474,MadiIP2006b,Tib,Basaltic intrusive rocks,MadiIP2006bTib,158,
6749,15475,MadiIP2006b,Tb,Basalt flows and volcaniclastic sedimentary rocks,MadiIP2006bTb,158,
6750,15476,MadiIP2006b,Ttb,Tuff of Bond Creek,MadiIP2006bTtb,158,
6751,15477,MadiIP2006b,Ttq,Tuff of Quaker Rd.,MadiIP2006bTtq,158,
6752,15478,MadiIP2006b,Ttf,Tuff of Fox Hollow,MadiIP2006bTtf,158,
6753,15479,MadiIP2006b,Ttg,Tuff of Gimpl Hill Rd.,MadiIP2006bTtg,158,
6754,15480,MadiIP2006b,Tos,Volcaniclastic sediments,MadiIP2006bTos,158,
6755,15481,MadiIP2006b,Te,Eugene Formation,MadiIP2006bTe,158,
6756,15482,MadiIP2006b,Tf,Fisher Formation,MadiIP2006bTf,158,
6757,15483,MadiIP2006b,Ts,Spencer Formation,MadiIP2006bTs,158,
6758,15484,WalkGW1989,Qal,Alluvium,WalkGW1989Qal,314,
6759,15485,WalkGW1989,Qoal,Older alluvium,WalkGW1989Qoal,314,
6760,15486,WalkGW1989,Qs,"Sedimentary deposits, undivided",WalkGW1989Qs,314,
6761,15487,WalkGW1989,Qt,Terrace and fan deposits,WalkGW1989Qt,314,
6762,15488,WalkGW1989,Qls,Landslide debris,WalkGW1989Qls,314,
6763,15489,WalkGW1989,Tc,Columbia River Basalt Group and related flows,WalkGW1989Tc,314,
6764,15490,WalkGW1989,Tms,Marine sedimentary rocks,WalkGW1989Tms,314,
6765,15491,WalkGW1989,Tyq,Yaquima Formations,WalkGW1989Tyq,314,
6766,15492,WalkGW1989,Tyqs,Marine tuffaceous siltstone and fine-grained sandstone,WalkGW1989Tyqs,314,
6767,15493,WalkGW1989,Ta,Alsea Formations,WalkGW1989Ta,314,
6768,15494,WalkGW1989,Ts,Sedimentary rocks,WalkGW1989Ts,314,
6769,15495,WalkGW1989,Tpb,Porphyritic basalt,WalkGW1989Tpb,314,
6770,15496,WalkGW1989,Tts,Tuffaceous siltstone and sandstone,WalkGW1989Tts,314,
6771,15497,WalkGW1989,Ty,Yamhill Formation,WalkGW1989Ty,314,
6772,15498,WalkGW1989,Tt,Tyee Formation,WalkGW1989Tt,314,
6773,15499,WalkGW1989,Tsr,Siletz River Volcanics,WalkGW1989Tsr,314,
6774,15500,WalkGW1989,Tsrb,Plagioclase-phyric basalt,WalkGW1989Tsrb,314,
6775,15501,WalkGW1989,Tsrs,Shaly tuffaceous siltstone and tuff,WalkGW1989Tsrs,314,
6776,15502,WalkGW1989,Qgf,Glacio-fluvial deposits,WalkGW1989Qgf,314,
6777,15503,WalkGW1989,Qg,Glacial till,WalkGW1989Qg,314,
